Produk,Rating,Ulasan
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bentuk dan ukuran: 39
Warna: Hitam"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"bagus bgt, buat anak krl cocok ini"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,bagus sepatunya pas banget
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bentuk dan ukuran: Pas
Daya tahan pakai: 2 tahun lebih
Warna: Mantap jiwa
Aroma: Wangii"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sangat cocok dan bagus buat olahraga, ringan seperti tidak pakai sepatu. Wkwkkwkw bagus bngt pokoknya."
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Ukuran 42 pas di kaki...barang susui dengan iklan...bagusss...🤝
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Barang kualitas bagus,"
Kanky Klasik x NTL Xira & Nychta - Sepatu Sneakers Casual Pria/Wanita Dewasa,5,"Koleksi ke 2 ku, ga usah diragukan lagi Pilih lokal ya kanky..... The best lah pokoknya. Next yg mana lagi ya....? 

Thanks toko. Thanks kurir sangat cepat respon barang... "
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Pokok nya Menjeriiit woi
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,oke sesuai deskripsi dan pesanan
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Agak kecil kaka. Naik 1 size bole
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Tq,sdh sampai sepatunya,realpict"
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Ringan . Cocok buat running
Kanky Story Kenshin - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original,5,Mantap
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bagus banget, enteng juga kalo buat jogging 👍🏻"
Kanky Story Kogyuku - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"perdana beli kanky ,nyata empuk ,bagus ,semoga awet ya dipakai running untuk pemula"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,3,"barang berbeda kualitas dengan yang pertama kali di beli, size-nya kecil padahal dulu beli size 44 tapi yang sekarang terasa kecil.. insole keras.."
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita,5,goðddddddddddðddddddddddddddddddddddddddddd
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,"Respon cepat, produk sesuai deskripsi"
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,sepatunya empuk nyaman untuk dipakai harian
Kanky Street RC-02 by Rico Lubis - Sepatu Basketball Pria Dewasa,5,Mantep bg bagus
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Bagus banget
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,bagus nyooo oooiiii
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"Kanky emng gak pernah ngecewain, aslinya bagus bgt, enteng, nyaman dipake, thank you"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Barang sesuai
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Respon seller cepat, pengiriman juga cepat sepatu nya bagus, semoga awet thanks seller dan kurirnya."
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"buagus poll,kayanya aku bakal repurchess warna lainn"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,3,"Seminggu pemakaian sudah jebol dibagian midsole nya. Memang empuk, tp tetep aja gabus mudah jebol"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Mancap
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus bangett
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,"Keren, udah 2x beli kanky
Saran saja tali sepatunya bisa ditingkatkan lagi kualitas nya, karna yang ini terkesan tipis"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,thank sesuai pesanan barang bagus size pas plus ringan rekomend
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,"bagus, ukuran sesuai, trmksh"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagus
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus...sesuai di gambar
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,Thks masukan jenis sepatu tdk sama insole rada berasa kurang seempuk kanan btw cukuplah bagus bentuknya sepatunya
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"bagus semua, anak saya suka"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"nyampenya cepet banget gercep, sepatunya mantep sesuai foto"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,Ok gas
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Good shoes
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Bagus
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,"kaget sekali dengan harga yg murah tapi kualitas tidak murahan. bagus banget, dan juga produk lokal. rencana beli lagi. respon seller cepat dan pengiriman juga cepat."
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"kaget sekali dengan harga yg murah tapi kualitas tidak murahan. bagus banget, dan juga produk lokal. rencana beli lagi. respon seller cepat dan pengiriman juga cepat."
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Barang aman dan tidak ada cacat
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Memuaskan
Kanky Sportsyle EXC 01 - Sepatu Sport Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"ukuran pas banget, agak sempit kalau pakai kaos kaki tebel, tapi kalau pake kaos kaki tipis enak banget sih"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,"Ukuran tidak pas, ingin ajukan pengembalian"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Aslinya empuk banget 
Cakep juga nyaman dipake jalan kaki 1 jam 30menit ga rewel dan ga minta di gendong Guud

next order lagi"
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sesuai deskripsi barang bagus,terimakasih."
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"bagusss bgtt, di bawa joging juga ga beratt, lovee banget sm kualitas dari kankyy 🥺💕, pernah beli 2 tahun yg lalu masii awettt bngett bener' gada istilah jebol dah... "
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Sesuai ekspektasi warnanya juga bagus ukuran pass
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"sangat memuaskan, bahan dan model sangat bagus, empuk pula. tidak menyesal sudah co."
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagus dan nyaman
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"Keren banget weee 🤩🤩🤩
1st time beli sepatu Kanky dan langsung suka."
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bentuk dan ukuran: Pas
Warna: Sesuai pesanan
Sepatunyaa Mantulll"
KANKY x AGAINST LAB Story Kitadake & EXC-02 - Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"Buat ikk smue produk mantap 
Semoge je awet kan
Hanye tali Nye aje kurang panjang."
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Mantab produknya, sesuai deskripsi,
Semoga awet dan bermanfaat."
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,mantap lokal juga ga kalah cakep
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sepatu nya bagus, ringan 
Cakep poolll"
KANKY x AGAINST LAB EXC-02 - Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"NYAMPE GANNN 1 hari aja
masih ga kebayang dengan harga di bawah sejuta dapat kualitas mantap. ga sabar dibawa ke eswatini buat jalan 10rb langkah. kanky stay coolky 😎"
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Barang kualitas bagus model kekinian produk asli Indonesia sudah dua kali beli produk kanky selalu puas hanya pengantaran saja yang agak delay jastip nya
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,bagus bngttttttttttttttt
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Kualitasnya g main2, bagus rapi. Nyobain turun 1 size dari size biasanya ternyata meluk banget di kaki, nyaman bgt💯🔥"
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Nice mantap
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,"Best produk, apa lagi styrofoam yg bagian bawah. Real bgt ky styrofoam aslinya, styrofoamnya ga kw kw.an 😎
Bentuk dan ukuran: Pas sesuai ukuran"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Produk asli
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Beli kedua kalinya,barangnya oke dan sangat nyaman dipakai. bakal jd langganan nih sepatu"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"modelnya bagus, nyaman di kaki"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Paket udah nympe...sepatunya bagus bgt...pas bgt di pake..enteng di pakenya...mksh
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Agak kebesaran dikit sih 😃
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,shrsny uk 39
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"biasa.no.38 dianjurkan dilebihin 1 nomor, Alhamdulillah bener jadi pas ga kegedean,  Masih bisa pake kaos kaki... Recommend banget."
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"sepatu nyaa kerennn, wrna ny cantikk, pas di pake empuk, enakk deh pokoknya ga bikin kaki sakit💗💗.. aku biasa pake di ukuran 40 insol 24,5 cm, ambil yg uk 40 juga di me... "
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Keren
Ukuran pas. Tdk perlu upsize"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Sudah sampai sesuai deskripsi. Bagus. Mantul seller...👍👍👍
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,5,sip
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,bagus gus gus
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,mantepp barang sesuai pesanan
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Barangnya mantap kak..
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"sepatunya nyaman&empuk, cuma salah saya ambil ukuran yg ga terlalu pas huhu"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,nuhun bang... cintai produk lokal
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus dan pas
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"sangat bagus, gak expect harganya 300 an"
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"Ga perlu di ragukan lagi 👍
Semoga bisa tambah koleksi kanky lagi"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"sepatu ringan, empuk, bantu buat perjalanan jauh dan lama, atau jogging ringan"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,sepatu keren nyaman di kaki
KANKY x AGAINST LAB Story Kitadake & EXC-02 - Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Nyaman
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"bagus cm ada sedikit noda ditalinya tapi aman aja si lebih teliti lg kedepannya min🙏🏼❤️
Warna: Beige/peach
Bentuk dan ukuran: 39"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"mikir berkali kali buat beli ini dan akhirnya checkout jugaa, bagus bangett ringan sepatunyaa😍"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Bagus sepatunya, lama kurirnya😂"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sesuai
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Pembelian ke 4, alhamdulillah semuanya nyaman dipake pen beli smua modelnya tapi budgetku tidak sebanyak itu🤭✌🏽"
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Kanky emang the best👍
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,"Checkout kemarin dan hari ini nyampe. Krn sama2 bandung juga sih. Sepatunya bagus. Aku kira warna nya mengarah ke kuning, ternyata soft bgt, cakep. Cuman ada warna yg gak... "
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Cakep banget, empuk dipakenya nyaman"
Kanky Story Kitadake - Sepatu Gunung Casual Sport Style Pria Dewasa,5,Cintai lah Produk produk Indonesia
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Bentuk dan ukuran: Sesuai dan pas dikaki
Warna: Sesuai bgt"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Ok ukuran pas
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Sukaaa, cuma belum nyoba dipakai olahraga"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Paket sudah diterima dikemas baik barangnya bagus warna sesuai dengan gambar.....makasih
Kanky x Tirta Story Kaze - Sepatu Sneakers Running Pria/Wanta Dewasa,5,"pilih kakny aja buat kaum mendang mending, 2 minggu pemakaian untuk lari nyaman banget. yang penting ikuti saran upsize 1 ukuran yaa. dengerin aja kata sellernyaa
yok sem... "
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Insole kaki 25 cm tp aku ambil size 41 biar pake kaos kaki ttp nyaman. 👍🏻
Warna: Pink"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Pas di kaki bahan bagus bangga dengan produk lokal
Kanky Story Kenshin - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"barang sesuai, ukuran pas, nyaman dipakai 👍"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Alhamdulillah udah sampe bagus banget
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Sepatunya nyaman dipakai tidak bikin kaki sakit solnya empuk maaf baru kasih ulasan
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Mantap
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"ukuran fit di kaki, lumayan empuk, enak buat berdiri lama atau jalan-jalan santai"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Sumpah ini sepatu keren banget rekomen benget buat kalian yg suka olahraga atau untuk berpergian jauhh agar kaki klian tetap angat dan tidak dingin, paket sesuai pesanan"
Kanky Sportsyle K-FLEX  - Sepatu Sport Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,Barang sesuai. Enak dipakai
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus barang nya
Kanky Story Kenshin - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,bahannya bagus
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Sepatunya nyaman dipakai sehari-hari baik utk kerja atau olahraga jalan kaki.
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,you guys should buy this shoes bcs sooo pretty
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sepatunya bagus thx
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Sepatunya bagus thx
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita,5,Nyaman banget
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,"oke banget warnanya cutee, next beli lagiii mahhh ini kanky😍😍
meski sol sebelah kanannya lebaran dikit tpi tetap okeee dipake 🥺"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Ringan bangettt suka🫶🏻🫶🏻
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bgus bgt
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,Alhamdulillah bagus banget sepatunya... Empuk lagi dan ringan👍
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Sangat rekomendasi, sol empuk, sepatu ringan, dan nyaman dikaki
Bentuk dan ukuran: Bagus dan pas dikaki
Aroma: Sepatu baru
Daya tahan pakai: Semoga awet dan tahan lama"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Ringan bgt sepatunya, nyaman dipake"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,bagus warnanya sesuai dg yang difto
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,4,"kekecilan, buat yg mau beli ukurannya dilebihin dah, untuk kualitas bagus"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Alhamdulilah sesuai pokok y, Top dah Makasih KANKY, karena kita peduli👍, Cintai Produk Lokal💪"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,4,Pas
KANKY x AGAINST LAB Story Kitadake & EXC-02 - Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,4,Good
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Selalu setia pakai kanky,anak2 en suami semua pakai kanky. Nyaman d pakai, ringan ,awet sepatu nya. Mantaaab"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Sempet shockkk bungkusannya pas dateng begini😭 untung isinya aman huhu
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Bagusssss 😍
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bagus keren mantap
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Keren aseli parah
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Sesuai pesanan, cuma ukurannya kegedean biasa 39 gede bngt ini mah"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Baguussss bgt, ukurannya pas dan sesuai pengirimannya jg cepet, makasih ya smga berkah selalu"
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,"Bentuk dan ukuran: Sesuai
Warna: Sesuai pesanan"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Good
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Mantaap
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"Keren sepatunya, empuk, udah up 1 size tetep agak ngepas... But overall oke. Thank you Kanky..."
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Cakeppp
Kanky Hiro Keiji V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,4,"Ngepas banget, kalo dituker ukurannya bisa ga ya?"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,kerenn
Kanky Story Hageshi - Sepatu Sneakers Running Pria/Wanta Dewasa,5,"Kelihatannya lebih kecil dari sepatu seri lain dengan ukuran yang sama (42), agak skeptis pas buka kemasan. 
Ternyata pas dicoba, ya cukup cukup aja sama dengan seri sebe... "
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Maasyaallah.. Cakep
Haturnuhun"
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Pas sekali uk nya
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"dengan harga yg murah udah dapetin sepatu sebagus itu plsss, recommended banget sii😻"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Kalau kanky y jangan di ragukan lagi
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"BAGUSSSS BANGETT IH SESUAI SAMA YANG DIGAMBAR,EMPUKK JUGAAA 😻"
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus n ringan pas juga ukurannya
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Pas ukurannya boleh
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,👍
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,"Upsize ke 39, dgn panjang kaki 24.5
Alhamdulillah lgsg pas dan nyaman dipakai..."
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky,5,"Cakep, worth it dengan harganya, bersaing dengan sepatu merk luar"
KANKY x STAPLE  EXC-02  -  Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"Mantap paket di terima sesuai pesanan,pas di kaki, terimakasih"
Kanky Sportsyle EXC 01 - Sepatu Sport Casual Sport Style Pria Dewasa - Kanky Sportstyle,5,"build quality bagus, nyaman dipakai, baru coba mekanisme tali kayak gini semoga awet"
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa Kanky Original Rubber Shoes,3,"Produknya tidak sebagus dulu, dulu enak empuk sekarang keras."
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bintang berbicaraa
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,mantap pokoknyaaa
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Bagus sepatunya worth it to buy + aku beli pas ada diskon 😍👍👍mantap
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Keren spatux sumpah ya bran local tp g kalah loo keren dan pastix nyaman dipakek
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,Barang nya bagus pokoknya admin nya ramah baik banget gak slow respon
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,keren siii enak bgtt dipakenyaa empuk enteng jga worth it lah dengan harga segtu🙂‍↔️
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Bagus sepatu nya
Kanky Story Kogyuku - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,Mantapp sesuai deskripsi
Kanky Story Suiko - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"sepatunya sesuai pesanan, mantab"
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Good 👍
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Bentuk dan ukuran: Pas
Warna: Sesuai"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,Barang sudah sampaii
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,"kualiatas original
bahan upper mesh kuat
sole bagus dalem empuk 
outsole keras cocok buat jalan di batu² kerikil
warna sesuai request.. 
next repeat order
terimakasih tok... "
Kanky Yuga Ikebana - Sepatu Sneakers Casual Sport Sekolah Wanita,5,"puas bgt, worth it price and qulity👍"
Kanky Yuga Makie - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa Kanky Original Shoes,5,"Asli Napol banget sesuai ke inginan. 
Next kapan² co lagi"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dew,5,mantap
Kanky Story Gozen - Sepatu Sneakers Casual Sport Sekolah Wanita Dewasa,5,"Nyaman dipakai running, empuk, ringan banget 👍🏻👍🏻
Klu bisa keluarin sptu2 running warna gonjreng jga 😁😁 macam hijau stabilo, behh lgsung sya CO"
Kanky Hiro Nobunaga V2 - Sepatu Sneakers Casual Sport Sekolah Pria Dewasa,5,Jooozzz
Kanky Story Honjo - Sepatu Sneakers Casual Sport Sekolah Pria Kanky Rubber Shoes,5,"Sepatunya nyaman untuk yg punya telapak lebar. apalagi buat yg obesitas, ini sepatu gak bikin pegel. good job Kanky!"
KANKY x AGAINST LAB Story Kitadake & EXC-02 - Sepatu Casual Sport Style Pria Dewasa - Kanky Sportstyle,4,bagus cuma ngaret...
Kanky x Tirta Story Sensu V2 - Sepatu Casual Sport Pria/Wanita Dewasa,5,Keren
